Danh mục,Thương hiệu,Tên sản phẩm,Phân loại,Giá bán,Giá cũ,Tồn kho,Link ảnh,Mô tả sản phẩm
Makeup,Romand,Better Than Palette,01 Pampas Garden,420.000 đ,520.000 đ,18.0,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQS2V_qiP5hZFd2qjzYKSCa492gRJmxotjS3Fq72spJINZXq6Eyd1WUslzD3Y4VNDTeFJ0EQme4rr06MaXnXvRPjyCAO83oixBascKKE0xhFUrJJMbYbuKQ_95P7jUTOlS8JZSG&usqp=CAc,"Better Than Palette chính hãng Romand giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,Clio,Pro Eye Palette,Simply Pink,620.000 đ,720.000 đ,14.0,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m32c4eo5nbui9a.webp,"Pro Eye Palette chính hãng Clio giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,3CE,Multi Eye Color Palette,Overtake,720.000 đ,850.000 đ,12.0,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mn2k7hfuknwj93.webp,"Multi Eye Color Palette chính hãng 3CE giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,Etude,Play Color Eyes,Bake House,380.000 đ,480.000 đ,20.0,https://down-vn.img.susercontent.com/file/sg-11134201-7ra3t-mbcipp9rkc52da.webp,"Play Color Eyes chính hãng Etude giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,Dasique,Shadow Palette,Sunset Muhly,620.000 đ,720.000 đ,10.0,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lrvtm14uz4pl09@resize_w900_nl.webp,"Shadow Palette chính hãng Dasique giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,Peripera,All Take Mood Palette,Prestige Pink,520.000 đ,620.000 đ,12.0,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lx0ooudzdr6jc7.webp,"All Take Mood Palette chính hãng Peripera giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,Too Faced,Natural Eyes Palette,Nude,980.000 đ,1.150.000 đ,8.0,https://down-vn.img.susercontent.com/file/sg-11134201-820mw-mnmbjurumtc082@resize_w900_nl.webp,"Natural Eyes Palette chính hãng Too Faced giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,Urban Decay,Naked3 Palette,Rose,1.450.000 đ,1.650.000 đ,5.0,"https://m.media-amazon.com/images/I/61mUI1UgAdL._AC_UF894,1000_QL80_.webp","Naked3 Palette chính hãng Urban Decay giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,Maybelline,Hyper Curl Mascara,Black,180.000 đ,240.000 đ,35.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcScBsCEhifB558LDr8_LCxe2PLuMR36Dnvadw&s,"Hyper Curl Mascara chính hãng Maybelline giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,Maybelline,Sky High Mascara,Black,280.000 đ,350.000 đ,26.0,https://www.maybelline.vn/-/media/project/loreal/brand-sites/mny/apac/vn/lash-sensational-sky-high-mascara/lash-sensational-sky-high-mascara_1.webp?rev=a6b1e3793e7e4acbadc291c130b837d1&cx=0.4&cy=0.34&cw=760&ch=1130&hash=25F2931FC8931699C67D57FDE292AAD8,"Sky High Mascara chính hãng Maybelline giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,Clio,Kill Lash Mascara,Long Curling,320.000 đ,420.000 đ,20.0,https://sv9-cdn.stylevana.com/media/catalog/product/cache/7e00eb21d3013c69d32459d0d98e2fbf/c/l/clio-kill-lash-superproof-mascara-7g-01-long-curling-456.webp,"Kill Lash Mascara chính hãng Clio giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,Heroine Make,Long & Curl Mascara,Black,320.000 đ,420.000 đ,18.0,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRGOwwbVYylMzUSMFd-ZLziJ7DHfQHbUS5XhNKDnhZlul1Iv6iLLaoeRxdU8J8pfWY5PkrxeJ9u9xhNHmi5bc-CWDeMZ7ukSqy0bXeLAvOS8cWeLsO2AiFWKDpJ1Tuzkh4c6pSq5Hc&usqp=CAc,"Long & Curl Mascara chính hãng Heroine Make giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,Kiss Me,Smooth Liquid Eyeliner,Brown,280.000 đ,350.000 đ,22.0,https://down-vn.img.susercontent.com/file/cn-11134207-7ras8-mcd5a3x7yu98d9.webp,"Smooth Liquid Eyeliner chính hãng Kiss Me giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,Maybelline,Hyper Sharp Liner,Black,180.000 đ,240.000 đ,32.0,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-mdefr1bkrh9r9c@resize_w900_nl.webp,"Hyper Sharp Liner chính hãng Maybelline giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,3CE,Eye Switch,Double Note,320.000 đ,420.000 đ,14.0,https://image.hsv-tech.io/1987x0/bbx/common/f3d29f41-56ac-423a-8f13-bf741136a580.webp,"Eye Switch chính hãng 3CE giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,Innisfree,Auto Eyebrow Pencil,Gray,120.000 đ,180.000 đ,40.0,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTjyA-HGJkX34Pq2ipF69BmlJUmxW1nbnwUyFzrCKdOL5p1ADFmS2JXECcWQo_tre2xZQJWkTKcdbSTAOgSCtIhLpyFCelObwcU_Hr9zmSZwmQqK2y88Wo9eHi3LpqHeQrRIYBRlg&usqp=CAc,"Auto Eyebrow Pencil chính hãng Innisfree giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,Etude,Drawing Eye Brow,Gray Brown,90.000 đ,140.000 đ,45.0,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQlBgEhI9RGM5ZX6VI7UNYbad_hgteqc7jAO58RMg07yoLxv0uU3ShX413BhVP2Pd3RDrgI43_xX2_UBr09Zx_K_RYp6UiwmMlDAYC5sHAscCe7sXFZUH-w22rj1zVItjWSTHdl3Q&usqp=CAc,"Drawing Eye Brow chính hãng Etude giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,Romand,Han All Brow Fixer,Clear,180.000 đ,240.000 đ,28.0,https://product.hstatic.net/200000425265/product/1_d5ce2a0b95fc4af3888852bebb68d9da_master.webp,"Han All Brow Fixer chính hãng Romand giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,Benefit,Gimme Brow+,03 Warm Light Brown,780.000 đ,920.000 đ,8.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSMHe8UlpS-5ccYUNLcUkrn4Uyr_Ln9rB-00g&s,"Gimme Brow+ chính hãng Benefit giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,Benefit,Hoola Bronzer,Original,980.000 đ,1.150.000 đ,6.0,https://www.benefitcosmetics.com/dw/image/v2/BKFV_PRD/on/demandware.static/-/Sites-bencos-master-catalog/default/dwc02235ea/product_images/HOOLAIB74_2025/Main_d09466_full_hoola_shadeoriginal.webp?sw=624&sh=624&q=85,"Hoola Bronzer chính hãng Benefit giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,Too Cool For School,Artclass By Rodin,Classic,320.000 đ,420.000 đ,20.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8KJT3wQEaeo3pVUejcw1xYC8F2TRhoBy96Q&s,"Artclass By Rodin chính hãng Too Cool For School giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,Romand,Better Than Cheek,Blueberry Chip,220.000 đ,280.000 đ,24.0,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTNyaGQ9IIXX9gl4Ed9NVBYQj-GKB2mPk9REoYnaGsKmmZxUQAI42bgTRlqtOrI-3j2FT5ZGphFkSl9gTXAxrWdkuL2I0u8GHzb6inKyWQoiFWwOuDewY_7&usqp=CAc,"Better Than Cheek chính hãng Romand giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,3CE,Face Blush,Rose Beige,320.000 đ,420.000 đ,16.0,https://product.hstatic.net/200000617989/product/8809437399686_872eacd680914786a26f12d552fceb6d_1024x1024.webp,"Face Blush chính hãng 3CE giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,NARS,Blush,Orgasm,980.000 đ,1.150.000 đ,8.0,https://bizweb.dktcdn.net/100/514/727/products/nars-blush-deep-throat.webp?v=1756760146497,"Blush chính hãng NARS giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,Dior,Rosy Glow,001 Pink,1.050.000 đ,1.250.000 đ,6.0,https://kallos.co/cdn/shop/files/DiorRosyGlow10.webp?v=1693221584&width=1100,"Rosy Glow chính hãng Dior giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,Fenty Beauty,Killawatt Highlighter,Mean Money,1.200.000 đ,1.400.000 đ,5.0,https://product.hstatic.net/200000150709/product/1_0159754cd23f45d0b7076acc40e765a6.webp,"Killawatt Highlighter chính hãng Fenty Beauty giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,OFRA,Highlighter,Pillow Talk,680.000 đ,820.000 đ,10.0,https://www.spacenk.com/dw/image/v2/ABCE_PRD/on/demandware.static/-/Sites-spacenkmastercatalog/default/dw84264a04/products/RARE/UK200036864_RARE.webp?sw=582&sh=582,"Highlighter chính hãng OFRA giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,Wet n Wild,MegaGlo Highlighting Powder,Precious Petals,180.000 đ,240.000 đ,26.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3XKMg-waigpVs7T4etEupb2fAzlGefDW_Lw&s,"MegaGlo Highlighting Powder chính hãng Wet n Wild giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,Charlotte Tilbury,Beauty Light Wand,Spotlight,1.250.000 đ,1.450.000 đ,5.0,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRhNTeEy4twyN_t78KnssyJ27Dv4FBpkGIGHOgxRJ8G5YQBVwz1L7v_-TZExUtd-soNph_SnbEPyggu_45Q241ldearXE-dIH6TjdmJbaA_ao62wDzXcSM3sks4H7mIcmuWWAIjWQvX&usqp=CAc,"Beauty Light Wand chính hãng Charlotte Tilbury giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,NYX,Setting Spray,Matte Finish,280.000 đ,350.000 đ,22.0,https://file.hstatic.net/1000025647/file/xit_khoang_khoa_nen_mac_prep___prime_fix__100ml_1024x1024.webp,"Setting Spray chính hãng NYX giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,Urban Decay,All Nighter Setting Spray,118ml,980.000 đ,1.150.000 đ,8.0,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTd-f6zgxDYCezCv7IGco4h6pQDuLGP0nv6tWhmuPsTAxYZ3SKWMQtWQjHKviNhryZ0riEw4Xdevx2qb5N7osiozo8nqCGb_SzDj9acznFDb08vnTd4xPZp47Duk6RHbkgOK7GvUts&usqp=CAc,"All Nighter Setting Spray chính hãng Urban Decay giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,Make Up For Ever,Mist & Fix,100ml,720.000 đ,850.000 đ,10.0,https://nanabeauty.com.vn/upload/product/937484709512.webp,"Mist & Fix chính hãng Make Up For Ever giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,Real Techniques,Makeup Sponge,1pcs,180.000 đ,240.000 đ,35.0,https://media.allure.com/photos/5930dd562b2d9139db1a7625/16:9/w_2560%2Cc_limit/beautyblender2.webp,"Makeup Sponge chính hãng Real Techniques giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,Real Techniques,Brush Set,4pcs,520.000 đ,620.000 đ,16.0,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTJ7t7BtgDn182oKjdRXwHIOM3A8LN91Sqa8jnPDsjK0NbCfKUfATQt3fxdpv51JOs5eRWCeoVr8Y9p-_QiYWbfBIewQbTAWch7fbxogqRURaixL2g6StN0f0oOP_qXnQJ_gJ2dig&usqp=CAc,"Brush Set chính hãng Real Techniques giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,Fillimilli,Makeup Puff,5pcs,120.000 đ,180.000 đ,28.0,https://file.hstatic.net/200000551679/file/artboard_5_1024x1024.webp,"Makeup Puff chính hãng Fillimilli giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,Morphe,Brush Set,12pcs,980.000 đ,1.150.000 đ,8.0,https://www.bkbeauty.com/cdn/shop/products/LuxurySet_16pc_group.webp?v=1762198124&width=2048,"Brush Set chính hãng Morphe giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,Beauty Blender,Original Sponge,Pink,520.000 đ,620.000 đ,12.0,https://sapo.dktcdn.net/100/412/141/variants/40838223-bd95-4187-ac4b-84f621ce5c54.webp,"Original Sponge chính hãng Beauty Blender giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
